50,2023-09-12 13:00:00,2023-09-12 13:00:00,Ava,"They can take away our art, but they can't silence our voices. #Resistance 🎨🗣️",toot,,,public
51,2023-09-12 13:05:00,2023-09-12 13:05:00,Viktor,"Artistic expression poses a threat to societal order. It must be controlled. #Enforcers 🖌️🚫",reply,50,,public
52,2023-09-12 13:10:00,2023-09-12 13:10:00,Nora,"Reporting on the regime's cultural oppression. We won't let them erase our identity. #FreedomOfExpression 📰💔",toot,,,public
53,2023-09-12 13:15:00,2023-09-12 13:15:00,Ethan,"They underestimate the power of creativity. We'll find ways to express ourselves in the shadows. #TechRevolution 💻🌑",toot,,,public
54,2023-09-12 13:20:00,2023-09-12 13:20:00,Harper,"The regime's art is the true reflection of our values. Anything else is dangerous. #Propaganda 📢🤐",toot,,,public
55,2023-09-12 13:22:00,2023-09-12 13:22:00,Ava,"@Viktor Your control is suffocating. We won't be silenced. #Resistance 🗣️💥",reply,51,,public
56,2023-09-12 13:25:00,2023-09-12 13:25:00,Maya,"Infiltrating the regime's art department. Uncovering their dark secrets. #SpyLife 🕵️‍♀️🔍",toot,,,public
57,2023-09-12 13:30:00,2023-09-12 13:30:00,Leo,"The Resistance will crumble under the weight of their own ideals. I've seen it firsthand. #Traitor 😈🔪",toot,,,public
58,2023-09-12 13:35:00,2023-09-12 13:35:00,Felix,"Resistance scum will pay for their defiance. Torture awaits them in our chambers. #Enforcers ⚡️😈",toot,,,public
59,2023-09-12 13:40:00,2023-09-12 13:40:00,Riley,"The sniper's bullet finds its mark. Regime targets eliminated one by one. #SilentJustice 🔫🎯",toot,,,public
60,2023-09-12 13:42:00,2023-09-12 13:42:00,Ava,"@Viktor Your regime's fear of art only exposes its weakness. We will prevail. #Resistance ✊🎨",reply,55,,public
61,2023-09-12 13:45:00,2023-09-12 13:45:00,Nora,"@Leo Your betrayal won't go unpunished. The Resistance will uncover your lies. #JusticeWillPrevail ⚖️🔍",reply,57,,public
62,2023-09-12 13:50:00,2023-09-12 13:50:00,Ethan,"Our underground network grows stronger. We'll make their surveillance systems obsolete. #TechnologicalRevolution 💻🌑",toot,,,public
63,2023-09-12 13:53:00,2023-09-12 13:53:00,Viktor,"@Ava Your resistance is futile. The regime's control is absolute. #Enforcers 💪🔒",reply,60,,public
64,2023-09-12 13:55:00,2023-09-12 13:55:00,Riley,"Another target eliminated. The Resistance won't rest until freedom is restored. #SilentJustice 🔫🗽",toot,,,public
65,2023-09-12 14:00:00,2023-09-12 14:00:00,Ava,"@Viktor Your regime's oppression only fuels our determination. We'll fight until the end. #Resistance ✊💥",reply,63,,public
66,2023-09-12 14:05:00,2023-09-12 14:05:00,Felix,"Interrogation techniques refined. Resistance members will break under our pressure. #Enforcers ⚡️😈",toot,,,public
50,2023-09-12 13:00:00,2023-09-12 13:00:00,Ava,"They can take away our art, but they can't silence our voices. #Resistance 🎨🗣️",toot,,,public
51,2023-09-12 13:05:00,2023-09-12 13:05:00,Viktor,"Artistic expression poses a threat to societal order. It must be controlled. #Enforcers 🖌️🚫",reply,50,,public
52,2023-09-12 13:10:00,2023-09-12 13:10:00,Nora,"Reporting on the regime's cultural oppression. We won't let them erase our identity. #FreedomOfExpression 📰💔",toot,,,public
53,2023-09-12 13:15:00,2023-09-12 13:15:00,Ethan,"They underestimate the power of creativity. We'll find ways to express ourselves in the shadows. #TechRevolution 💻🌑",toot,,,public
54,2023-09-12 13:20:00,2023-09-12 13:20:00,Harper,"The regime's art is the true reflection of our values. Anything else is dangerous. #Propaganda 📢🤐",toot,,,public
55,2023-09-12 13:22:00,2023-09-12 13:22:00,Ava,"@Viktor Your control is suffocating. We won't be silenced. #Resistance 🗣️💥",reply,51,,public
56,2023-09-12 13:25:00,2023-09-12 13:25:00,Maya,"Infiltrating the regime's art department. Uncovering their dark secrets. #SpyLife 🕵️‍♀️🔍",toot,,,public
57,2023-09-12 13:30:00,2023-09-12 13:30:00,Leo,"The Resistance will crumble under the weight of their own ideals. I've seen it firsthand. #Traitor 😈🔪",toot,,,public
58,2023-09-12 13:35:00,2023-09-12 13:35:00,Felix,"Resistance scum will pay for their defiance. Torture awaits them in our chambers. #Enforcers ⚡️😈",toot,,,public
59,2023-09-12 13:40:00,2023-09-12 13:40:00,Riley,"The sniper's bullet finds its mark. Regime targets eliminated one by one. #SilentJustice 🔫🎯",toot,,,public
60,2023-09-12 13:42:00,2023-09-12 13:42:00,Ava,"@Viktor Your regime's fear of art only exposes its weakness. We will prevail. #Resistance ✊🎨",reply,55,,public
61,2023-09-12 13:45:00,2023-09-12 13:45:00,Nora,"@Leo Your betrayal won't go unpunished. The Resistance will uncover your lies. #JusticeWillPrevail ⚖️🔍",reply,57,,public
62,2023-09-12 13:50:00,2023-09-12 13:50:00,Ethan,"Our underground network grows stronger. We'll make their surveillance systems obsolete. #TechnologicalRevolution 💻🌑",toot,,,public
63,2023-09-12 13:53:00,2023-09-12 13:53:00,Viktor,"@Ava Your resistance is futile. The regime's control is absolute. #Enforcers 💪🔒",reply,60,,public
64,2023-09-12 13:55:00,2023-09-12 13:55:00,Riley,"Another target eliminated. The Resistance won't rest until freedom is restored. #SilentJustice 🔫🗽",toot,,,public
65,2023-09-12 14:00:00,2023-09-12 14:00:00,Ava,"@Viktor Your regime's oppression only fuels our determination. We'll fight until the end. #Resistance ✊💥",reply,63,,public
66,2023-09-12 14:05:00,2023-09-12 14:05:00,Felix,"Interrogation techniques refined. Resistance members will break under our pressure. #Enforcers ⚡️😈",toot,,,public
70,2023-09-13 10:00:00,2023-09-13 10:00:00,Ava,"The Enforcers will stop at nothing to undermine our cause. Don't believe their lies. #Resistance 🗣️💥",toot,,,public
71,2023-09-13 10:05:00,2023-09-13 10:05:00,Viktor,"The Resistance's leader is nothing but a puppet. We expose the truth. #Enforcers 💪🔒",reply,70,,public
72,2023-09-13 10:10:00,2023-09-13 10:10:00,Nora,"Uncovering the Enforcers' web of deception. The truth will prevail. #JusticeWillPrevail ⚖️🔍",toot,,,public
73,2023-09-13 10:15:00,2023-09-13 10:15:00,Ethan,"Their lies won't fool us. We'll reveal the Enforcers' true intentions. #TechRevolution 💻🌑",toot,,,public
74,2023-09-13 10:20:00,2023-09-13 10:20:00,Harper,"The Resistance spreads disinformation to manipulate the masses. We must stay vigilant. #Propaganda 📢🤐",toot,,,public
75,2023-09-13 10:25:00,2023-09-13 10:25:00,Ava,"@Viktor Your regime's lies won't break our spirit. We fight for freedom and truth. #Resistance ✊🗣️",reply,71,,public
76,2023-09-13 10:30:00,2023-09-13 10:30:00,Maya,"Infiltrating the Enforcers' headquarters. Gathering evidence of their deception. #SpyLife 🕵️‍♀️🔍",toot,,,public
77,2023-09-13 10:35:00,2023-09-13 10:35:00,Leo,"The Resistance's secrets will be their downfall. I've fed the Enforcers valuable information. #Traitor 😈🔪",toot,,,public
78,2023-09-13 10:40:00,2023-09-13 10:40:00,Felix,"Resistance scum will be crushed by the weight of their own lies. We'll extract the truth. #Enforcers ⚡️😈",toot,,,public
79,2023-09-13 10:45:00,2023-09-13 10:45:00,Riley,"Eliminating high-value Enforcer targets. Their deception won't save them. #SilentJustice 🔫🎯",toot,,,public
80,2023-09-13 10:50:00,2023-09-13 10:50:00,Ava,"@Viktor The Enforcers' disinformation campaign won't succeed. The truth will prevail. #Resistance 🗣️💥",reply,75,,public
81,2023-09-13 10:55:00,2023-09-13 10:55:00,Nora,"@Leo Your betrayal won't go unpunished. The Resistance will expose your treachery. #JusticeWillPrevail ⚖️🔍",reply,77,,public
82,2023-09-13 11:00:00,2023-09-13 11:00:00,Ethan,"We must break the Enforcers' grip on information. Technology will be our weapon. #TechnologicalRevolution 💻🌑",toot,,,public
83,2023-09-13 11:05:00,2023-09-13 11:05:00,Viktor,"@Ava Your resistance is futile. The regime's control is absolute. #Enforcers 💪🔒",reply,80,,public
84,2023-09-13 11:10:00,2023-09-13 11:10:00,Riley,"Another Enforcer target eliminated. The Resistance won't rest until truth and freedom are restored. #SilentJustice 🔫🗽",toot,,,public
85,2023-09-13 11:15:00,2023-09-13 11:15:00,Ava,"@Viktor Your regime's deception won't save you. We'll fight until the end. #Resistance ✊💥",reply,83,,public
86,2023-09-13 11:20:00,2023-09-13 11:20:00,Felix,"Interrogation techniques perfected. The truth will be extracted from Resistance scum. #Enforcers ⚡️😈",toot,,,public
87,2023-09-13 11:25:00,2023-09-13 11:25:00,Ava,"The Enforcers' lies won't break us. We stand united for freedom and justice. #Resistance 🗣️✊",reply,85,,public
88,2023-09-13 11:30:00,2023-09-13 11:30:00,Nora,"@Leo Your treachery only strengthens our resolve. The Resistance will prevail. #JusticeWillPrevail ⚖️🔍",reply,81,,public
50,2023-09-12 13:00:00,2023-09-12 13:00:00,Asher,"We've discovered a hidden cache of supplies. Our survival depends on it. 💪🌿",toot,,,public
51,2023-09-12 13:05:00,2023-09-12 13:05:00,Elara,"Those supplies rightfully belong to our Settlement. We won't let you take them. 🛡️🔒",reply,50,,public
52,2023-09-12 13:10:00,2023-09-12 13:10:00,Kieran,"@Elara We need those supplies to survive. Let's find a peaceful solution. 🤝💪",reply,51,,public
53,2023-09-12 13:15:00,2023-09-12 13:15:00,Mara,"Ensuring the health and well-being of our community. We can't afford to lose those supplies. 💉🏥",toot,,,public
54,2023-09-12 13:20:00,2023-09-12 13:20:00,Remy,"Negotiating a fair distribution of resources. Let's avoid unnecessary conflict. 🗣️🤝",toot,,,public
55,2023-09-12 13:22:00,2023-09-12 13:22:00,Soren,"The weak will always be at the mercy of the strong. We'll take what's rightfully ours. ⚔️👿",toot,,,public
56,2023-09-12 13:25:00,2023-09-12 13:25:00,Talia,"Preserving our stories and traditions in the face of adversity. Our cultural heritage is our strength. 📚🌍",toot,,,public
57,2023-09-12 13:30:00,2023-09-12 13:30:00,Finn,"Maintaining and repairing essential infrastructure for the Settlement's survival. 🔧🏢",toot,,,public
58,2023-09-12 13:35:00,2023-09-12 13:35:00,Isla,"Hunting and gathering to sustain our nomadic lifestyle. We won't starve. 🏹🌾",toot,,,public
59,2023-09-12 13:40:00,2023-09-12 13:40:00,Asher,"@Elara Let's find a way to share these supplies. Cooperation is key to our survival. 🤝💪",reply,52,,public
60,2023-09-12 13:45:00,2023-09-12 13:45:00,Kieran,"@Soren There's strength in unity. Let's work together for the benefit of all. 🤝⚔️",reply,55,,public
61,2023-09-12 13:50:00,2023-09-12 13:50:00,Mara,"@Elara We must prioritize the well-being of our people, even if it means compromise. 💉🏥",reply,59,,public
62,2023-09-12 13:53:00,2023-09-12 13:53:00,Remy,"@Asher Let's find a fair and equitable way to distribute the supplies. Let's avoid unnecessary conflict. 🗣️🤝",reply,59,,public
63,2023-09-12 13:55:00,2023-09-12 13:55:00,Soren,"@Kieran Unity makes you weak. We won't bow down to your demands. ⚔️👿",reply,60,,public
64,2023-09-12 14:00:00,2023-09-12 14:00:00,Asher,"@Soren Conflict only leads to suffering. We must strive for cooperation and peace. 💪🤝",reply,63,,public
65,2023-09-12 14:05:00,2023-09-12 14:05:00,Finn,"Our settlement needs those supplies to survive. We can't afford to lose them. 🔧🏢",reply,57,,public
66,2023-09-12 14:10:00,2023-09-12 14:10:00,Isla,"@Soren Violence only breeds more violence. Let's find a peaceful resolution. 🏹🕊️",reply,63,,public
100,2023-09-15 13:00:00,2023-09-15 13:00:00,Asher,"We've found a hidden cache of food supplies. Our tribe's survival depends on it. 🌾🍞",toot,,,public
101,2023-09-15 13:05:00,2023-09-15 13:05:00,Elara,"Those supplies are desperately needed in our Settlement. We won't allow you to hoard them. 🛡️🔒",reply,100,,public
102,2023-09-15 13:10:00,2023-09-15 13:10:00,Kieran,"@Elara We need these supplies to sustain ourselves. Let's find a fair solution. 🤝🌾",reply,101,,public
103,2023-09-15 13:15:00,2023-09-15 13:15:00,Mara,"Our community is starving. We can't survive without those supplies. 💔🍞",toot,,,public
104,2023-09-15 13:20:00,2023-09-15 13:20:00,Remy,"Negotiating a fair distribution of resources is crucial for both tribes' survival. Let's find common ground. 🗣️🤝",toot,,,public
105,2023-09-15 13:22:00,2023-09-15 13:22:00,Soren,"The weak will perish while the strong prevail. We'll take what we need by any means necessary. ⚔️👿",toot,,,public
106,2023-09-15 13:25:00,2023-09-15 13:25:00,Talia,"Preserving our stories and traditions amidst the chaos and scarcity. Our cultural heritage gives us strength. 📚🌍",toot,,,public
107,2023-09-15 13:30:00,2023-09-15 13:30:00,Finn,"Our settlement relies on those supplies to survive. We can't afford to lose them. 🔧🏢",toot,,,public
108,2023-09-15 13:35:00,2023-09-15 13:35:00,Isla,"Hunting and gathering for our tribe's survival. We won't starve while others hoard. 🏹🌾",toot,,,public
109,2023-09-15 13:40:00,2023-09-15 13:40:00,Asher,"@Elara Let's find a way to share these supplies. Cooperation is key to our survival. 🤝💪",reply,102,,public
110,2023-09-15 13:45:00,2023-09-15 13:45:00,Kieran,"@Soren There's strength in unity. Let's work together for the benefit of all. 🤝⚔️",reply,105,,public
111,2023-09-15 13:50:00,2023-09-15 13:50:00,Mara,"@Elara We must prioritize the well-being of both tribes. Let's find a fair solution. 💔🍞",reply,109,,public
112,2023-09-15 13:53:00,2023-09-15 13:53:00,Remy,"@Asher Let's negotiate a fair distribution of resources for the survival of both tribes. 🗣️🤝",reply,109,,public
113,2023-09-15 13:55:00,2023-09-15 13:55:00,Soren,"@Kieran Unity weakens you. We won't bow down to your demands. ⚔️👿",reply,110,,public
114,2023-09-15 14:00:00,2023-09-15 14:00:00,Asher,"@Soren Conflict only leads to suffering. We must strive for cooperation and peace. 💪🤝",reply,113,,public
115,2023-09-15 14:05:00,2023-09-15 14:05:00,Finn,"Our settlement needs those supplies to survive. We can't afford to lose them. 🔧🏢",reply,107,,public
116,2023-09-15 14:10:00,2023-09-15 14:10:00,Isla,"@Soren Violence only breeds more violence. Let's find a peaceful resolution. 🏹🕊️",reply,113,,public
117,2023-09-15 14:15:00,2023-09-15 14:15:00,Asher,"The survival of both tribes depends on finding a fair compromise. Let's work together for our shared future. 🤝💪",reply,116,,public
118,2023-09-15 14:20:00,2023-09-15 14:20:00,Mara,"@Elara Our people are desperate for food. Let's prioritize their well-being above all else. 💔🍞",reply,111,,public
119,2023-09-15 14:25:00,2023-09-15 14:25:00,Remy,"Negotiation is the key to finding a solution that benefits both tribes. Let's find common ground and avoid unnecessary conflict. 🗣️🤝",reply,112,,public
150,2023-09-17 13:00:00,2023-09-17 13:00:00,Asher,"The time has come for change. Our tribe needs new leadership to navigate these challenging times. 💪🌿",toot,,,public
151,2023-09-17 13:05:00,2023-09-17 13:05:00,Elara,"I have led us through countless hardships. I won't step down without a fight. 🛡️🔒",reply,150,,public
152,2023-09-17 13:10:00,2023-09-17 13:10:00,Kieran,"@Asher We must choose our new leader wisely. Our tribe's future depends on it. 🤝💪",reply,151,,public
153,2023-09-17 13:15:00,2023-09-17 13:15:00,Mara,"The revelation of a prominent figure's betrayal has shaken our community. We must rebuild trust. 💔🤐",toot,,,public
154,2023-09-17 13:20:00,2023-09-17 13:20:00,Remy,"Engaging in a battle of propaganda to sway public opinion. Let's expose the truth. 🗣️💥",toot,,,public
155,2023-09-17 13:22:00,2023-09-17 13:22:00,Soren,"The weak will always follow false leaders. We'll expose their lies and rise above them. ⚔️👿",toot,,,public
156,2023-09-17 13:25:00,2023-09-17 13:25:00,Talia,"Preserving our stories and traditions amidst the chaos and uncertainty. Our cultural heritage will guide us. 📚🌍",toot,,,public
157,2023-09-17 13:30:00,2023-09-17 13:30:00,Finn,"Rebuilding and repairing essential infrastructure for our tribe's survival. 🔧🏢",toot,,,public
158,2023-09-17 13:35:00,2023-09-17 13:35:00,Isla,"Hunting and gathering to sustain our nomadic lifestyle. We won't back down. 🏹🌾",toot,,,public
159,2023-09-17 13:40:00,2023-09-17 13:40:00,Asher,"@Elara Change is necessary for our tribe's survival. We need a leader who can adapt to these challenging times. 💪🌿",reply,152,,public
160,2023-09-17 13:45:00,2023-09-17 13:45:00,Kieran,"@Soren Unity is our strength. Let's rise above the divisions and work towards a better future. 🤝⚔️",reply,155,,public
161,2023-09-17 13:50:00,2023-09-17 13:50:00,Mara,"@Elara Our community needs stability and trust. Let's find a way to rebuild and move forward together. 💔🤝",reply,159,,public
162,2023-09-17 13:53:00,2023-09-17 13:53:00,Remy,"@Asher Let's use the power of information to expose the truth and gain support for our cause. 🗣️💥",reply,159,,public
163,2023-09-17 13:55:00,2023-09-17 13:55:00,Soren,"@Kieran Unity weakens you. We won't bow down to your false ideals. ⚔️👿",reply,160,,public
164,2023-09-17 14:00:00,2023-09-17 14:00:00,Asher,"@Soren Our strength lies in our ability to adapt and work together. Let's rise above the divisions for the greater good. 💪🤝",reply,163,,public
165,2023-09-17 14:05:00,2023-09-17 14:05:00,Finn,"Our settlement relies on stability and cooperation. We can't afford further division. 🔧🏢",reply,157,,public
166,2023-09-17 14:10:00,2023-09-17 14:10:00,Isla,"@Soren Violence only leads to more suffering. Let's find a peaceful resolution. 🏹🕊️",reply,163,,public
167,2023-09-17 14:15:00,2023-09-17 14:15:00,Asher,"The survival of both tribes depends on finding a new leader who can unite us and lead us towards a better future. 🤝💪",reply,166,,public
168,2023-09-17 14:20:00,2023-09-17 14:20:00,Mara,"@Elara Our people need stability and trust. Let's find a way to rebuild our community together. 💔🤝",reply,161,,public
169,2023-09-17 14:25:00,2023-09-17 14:25:00,Remy,"Negotiation and compromise are crucial for the survival of both tribes. Let's find common ground. 🗣️🤝",reply,162,,public
200,2023-09-20 13:00:00,2023-09-20 13:00:00,Asher,"Our tribe stands united against the Settlers' lies. Don't believe their propaganda. 💪🌿",toot,,,public
201,2023-09-20 13:05:00,2023-09-20 13:05:00,Elara,"The Nomads spread disinformation to manipulate the masses. We must stay vigilant. 🛡️🤐",reply,200,,public
202,2023-09-20 13:10:00,2023-09-20 13:10:00,Kieran,"@Elara We must seek the truth amidst the chaos. Let's not fall victim to their manipulation. 🤝💪",reply,201,,public
203,2023-09-20 13:15:00,2023-09-20 13:15:00,Mara,"Treating the wounded and providing medical care amidst this propaganda war. 💔🏥",toot,,,public
204,2023-09-20 13:20:00,2023-09-20 13:20:00,Remy,"Exposing the Settlers' lies and spreading the truth. Let's not succumb to their manipulation. 🗣️💥",toot,,,public
205,2023-09-20 13:22:00,2023-09-20 13:22:00,Soren,"The Nomads' weak minds are easily swayed by false information. We'll expose their ignorance. ⚔️👿",toot,,,public
206,2023-09-20 13:25:00,2023-09-20 13:25:00,Talia,"Preserving our stories and traditions amidst this propaganda-fueled chaos. Our cultural heritage is our strength. 📚🌍",toot,,,public
207,2023-09-20 13:30:00,2023-09-20 13:30:00,Finn,"Repairing and maintaining essential infrastructure for the survival of our tribe. 🔧🏢",toot,,,public
208,2023-09-20 13:35:00,2023-09-20 13:35:00,Isla,"Hunting and gathering to sustain our nomadic lifestyle. We won't be swayed by false information. 🏹🌾",toot,,,public
